date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:16:38	12296/12296	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Jul%202016%2015:26:26%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/icon/7.png	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/icon/7.png	(from http://bnbkeeper.webimprovise.com/au)
20:16:39	8877/8877	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202016%2013:18:30%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/icon/5.png	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/icon/5.png	(from http://bnbkeeper.webimprovise.com/au)
20:16:39	13830/13830	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Jul%202016%2015:25:42%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/icon/6.png	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/icon/6.png	(from http://bnbkeeper.webimprovise.com/au)
20:17:26	283667/283667	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Jul%202016%2014:42:48%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/pic-04.jpg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/pic-04.jpg	(from http://bnbkeeper.webimprovise.com/au)
20:17:28	33071/33071	---MC-	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2009:19:42%20GMT	http://bnbkeeper.webimprovise.com/au/guest	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/au/guest.html	(from http://bnbkeeper.webimprovise.com/au)
20:17:31	35786/35786	---MC-	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2009:19:45%20GMT	http://bnbkeeper.webimprovise.com/au/media	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/au/media.html	(from http://bnbkeeper.webimprovise.com/au)
20:17:33	35269/35269	---MC-	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2009:19:47%20GMT	http://bnbkeeper.webimprovise.com/au/terms-and-conditions	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/au/terms-and-conditions.html	(from http://bnbkeeper.webimprovise.com/au)
20:17:36	33703/33703	---MC-	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202017%2009:19:50%20GMT	http://bnbkeeper.webimprovise.com/au/become-a-keeper	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/au/become-a-keeper.html	(from http://bnbkeeper.webimprovise.com/au)
20:17:39	365521/365521	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Jul%202016%2014:42:18%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/pic-03.jpg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/pic-03.jpg	(from http://bnbkeeper.webimprovise.com/au)
20:17:44	85578/85578	---MCZ	200	added ('OK')	application/javascript	etag:W/%22573f4859-14e4a%22	https://code.jquery.com/jquery-2.2.4.min.js	C:/My%20Web%20Sites/BNBKeeper/code.jquery.com/jquery-2.2.4.min.js	(from http://bnbkeeper.webimprovise.com/au)
20:17:46	9460/9460	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Jul%202016%2013:42:14%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/js/libs/jquery-migrate-1.3.0.min.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/js/libs/jquery-migrate-1.3.0.min.js	(from http://bnbkeeper.webimprovise.com/au)
20:17:47	425252/425252	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Jul%202016%2014:41:50%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/pic-02.jpg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/pic-02.jpg	(from http://bnbkeeper.webimprovise.com/au)
20:17:51	20665/20665	---M--	200	added ('OK')	application/javascript	date:Wed,%2010%20Aug%202016%2014:54:04%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/geocomplete/jquery.geocomplete.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/geocomplete/jquery.geocomplete.js	(from http://bnbkeeper.webimprovise.com/au)
20:17:52	3678/3678	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Aug%202016%2013:24:16%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/cookiejs/js.cookie.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/cookiejs/js.cookie.js	(from http://bnbkeeper.webimprovise.com/au)
20:17:52	85582/85582	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Jul%202016%2013:42:14%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/js/libs/jquery-2.2.4.min.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/js/libs/jquery-2.2.4.min.js	(from http://bnbkeeper.webimprovise.com/au)
20:17:54	7693/7693	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Jul%202016%2017:39:42%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/remodal/dist/remodal.min.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/remodal/dist/remodal.min.js	(from http://bnbkeeper.webimprovise.com/au)
20:17:57	14677/14677	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Jul%202016%2017:39:42%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/jquery-circle-progress/circle-progress.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/jquery-circle-progress/circle-progress.js	(from http://bnbkeeper.webimprovise.com/au)
20:17:58	1010/1010	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Jul%202016%2017:39:42%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/page-smooth-scroll/js/jquery.scrollto.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/page-smooth-scroll/js/jquery.scrollto.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:02	71317/71317	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/js/bootstrap.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/js/bootstrap.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:05	46651/46651	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Jul%202016%2017:39:42%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/fullcalendar/lib/moment.min.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/fullcalendar/lib/moment.min.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:07	4479/4479	---M--	200	added ('OK')	application/javascript	date:Sat,%2027%20Aug%202016%2013:56:28%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/jquery-sidebar/src/jquery.sidebar.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/jquery-sidebar/src/jquery.sidebar.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:07	609/609	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Oct%202015%2011:07:30%20GMT	http://jillix.github.io/jQuery-sidebar/js/handlers.js	C:/My%20Web%20Sites/BNBKeeper/jillix.github.io/jQuery-sidebar/js/handlers.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:08	2220/2220	---M--	200	added ('OK')	application/javascript	date:Sat,%2027%20Aug%202016%2013:56:28%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/off-canvas/js/jquery.offcanvas.min.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/off-canvas/js/jquery.offcanvas.min.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:10	674163/674163	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Jul%202016%2012:30:44%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/pic-01.jpg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/pic-01.jpg	(from http://bnbkeeper.webimprovise.com/au)
20:18:20	60542/60542	---M--	200	added ('OK')	application/javascript	date:Thu,%2017%20Nov%202016%2016:02:34%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/js/script.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/js/script.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:21	77/77	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Jul%202016%2013:42:14%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/js/individual_scripts/home.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/js/individual_scripts/home.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:26	117893/117893	---M--	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202016%2013:29:26%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/datetimepicker/build/jquery.datetimepicker.full.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/datetimepicker/build/jquery.datetimepicker.full.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:28	240427/240427	---MC-	200	added ('OK')	text/javascript	date:Fri,%2027%20Nov%202015%2019:30:24%20GMT	https://ajax.googleapis.com/ajax/libs/jqueryui/1.11.4/jquery-ui.min.js	C:/My%20Web%20Sites/BNBKeeper/ajax.googleapis.com/ajax/libs/jqueryui/1.11.4/jquery-ui.min.js	(from http://bnbkeeper.webimprovise.com/au)
20:18:30	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/css/bootstrap.css)
20:18:32	18028/18028	---M--	200	added ('OK')	text/plain	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/css/bootstrap.css)
20:18:33	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/css/bootstrap.css)
20:18:36	23424/23424	---M--	200	added ('OK')	application/x-font-woff	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/css/bootstrap.css)
20:18:39	109025/109025	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/css/bootstrap.css)
20:18:43	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/bootstrap/css/bootstrap.css)
20:18:51	75220/75220	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.1	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont914c.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/css/font-awesome.css)
20:18:52	185967/185967	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Aug%202016%2013:01:18%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/login-modal-img.png	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/login-modal-img.png	(from http://bnbkeeper.webimprovise.com/au)
20:18:55	75220/75220	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/css/font-awesome.css)
20:19:00	375209/375209	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Jul%202016%2017:39:42%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/inc/fullcalendar/fullcalendar.js	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/inc/fullcalendar/fullcalendar.js	(from http://bnbkeeper.webimprovise.com/au)
20:19:04	70728/70728	---M--	200	added ('OK')	text/plain	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.1	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont914c.woff2	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/css/font-awesome.css)
20:19:05	387105/387105	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.1	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont914c.svg	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/css/font-awesome.css)
20:19:09	89076/89076	---M--	200	added ('OK')	application/x-font-woff	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.1	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont914c.woff	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/css/font-awesome.css)
20:19:21	150920/150920	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.1	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/fonts/fontawesome-webfont914c.ttf	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/font-awesome/css/font-awesome.css)
20:19:44	2321990/2321990	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Jul%202016%2013:42:12%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/icofont/fonts/icofont.svg?v=1.0.0-alpha	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/icofont/fonts/icofont4d84.svg	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/icofont/css/icofont.css)
20:19:46	1130/1130	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2009:22:01%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/home-hero.jpg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/home-hero.4c.delayed	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/css/theme-style.css)
20:20:01	90761/90761	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Aug%202016%2013:27:00%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/img/bg.jpg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/img/bg.jpg	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/css/theme-style.css)
20:20:05	19513/19513	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfont.eot	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfont.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:09	19513/19513	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfont.eot?	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfontd41d.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:13	22232/22232	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfont.woff	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfont.woff	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:20	42624/42624	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfont.ttf	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfont.ttf	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:23	88211/88211	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfont.svg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bold_macroman/texgyreadventor-bold-webfont.svg	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:26	20068/20068	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfont.eot	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfont.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:30	20068/20068	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfont.eot?	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfontd41d.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:34	22852/22852	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfont.woff	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfont.woff	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:42	44168/44168	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfont.ttf	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfont.ttf	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:44	92078/92078	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfont.svg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_bolditalic_macroman/texgyreadventor-bolditalic-webfont.svg	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:48	19336/19336	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfont.eot	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfont.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:52	19336/19336	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfont.eot?	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfontd41d.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:20:56	21952/21952	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfont.woff	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfont.woff	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:21:03	41576/41576	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfont.ttf	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfont.ttf	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:21:06	92331/92331	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfont.svg	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_italic_macroman/texgyreadventor-italic-webfont.svg	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
20:21:09	18586/18586	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jul%202016%2002:47:32%20GMT	http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_regular_macroman/texgyreadventor-regular-webfont.eot	C:/My%20Web%20Sites/BNBKeeper/bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/assets/texgyreadventor_regular_macroman/texgyreadventor-regular-webfont.eot	(from http://bnbkeeper.webimprovise.com/public/front_end/assets/fonts/texgyreadventor/texgyreadventor.css)
